page.status_code,ID,Name,Price,Release_Date,Standing screen display size,Screen Resolution,Max Screen Resolution,Processor,RAM,Memory Speed,Hard Drive,Graphics Coprocessor,Chipset Brand,Card Description,Wireless Type,Number of USB 3.0 Ports,Average Battery Life (in hours),Brand,Series,Item model number,Hardware Platform,Operating System,Item Weight,Product Dimensions,Item Dimensions LxWxH,Color,Processor Brand,Number of Processors,Computer Memory Type,Flash Memory Size,Hard Drive Interface,Optical Drive Type,Power Source,Batteries
200,B0BPTKJ5JC,"HP 15.6"" Laptop with Intel 4-core CPU, 15.6"" HD LED Display, Intel Quad-core Processor, Bluetooth and Wi-Fi, HDMI, Long Battery Life, Windows 11 Home in S Mode(16GB RAM | 1TB SSD)",$449.00,"December 12, 2022",,,,,,,,,,,,,,,,Laptop,,,5.19 pounds,14.25 x 9.53 x 0.78 inches,,,,,,,,,,
200,B0BKBHXC5S,"HP 2022 15.6"" HD BrightView Laptop, Intel Pentium Silver N5030 Processor, 8GB RAM, 256GB PCIe SSD, Intel HD Graphics 605, 720p HD Webcam, Stereo Speakers, Blue, Windows 11, 32GB USB Card",$419.00,"October 24, 2022",15.6 Inches,,1366 x 768 Pixels,1.1 GHz pentium,8 GB DDR4,,256 GB SSD,Intel HD Graphics 605,Intel,Integrated,,1,,HP,1,HP,PC,Windows 11 Home,3.8 pounds,14.11 x 9.53 x 1 inches,,Blue,Intel,4,DDR4 SDRAM,4 GB,Solid State,CD-ROM,,
200,B09SVQ25XH,"ASUS TUF F15 Gaming Laptop, 15.6""  144Hz FHD IPS-Type Display, Intel Core i5-10300H Processor, GeForce GTX 1650, 8GB DDR4 RAM, 512GB PCIe SSD, Wi-Fi 6, Windows 11 Home, FX506LH-AS51",$614.99,"February 18, 2022",15.6 Inches,,1920 x 1080 Pixels,4.5 core_i5,8 GB DDR4,4.5 GHz,512 GB SSD,NVIDIA GeForce GTX 1650,NVIDIA,Dedicated,,2,,ASUS,ASUS TUF Gaming F15,FX506LH-AS51,,Windows 11 Home,7.72 pounds,14.13 x 10.08 x 0.97 inches,,Bonfire Black,Intel,4,DDR4 SDRAM,512 GB,Solid State,No Drive,,1 Lithium Ion batteries required. (included)
200,B0B6WRGDPL,"Dell 2022 Newest Inspiron 3511 Laptop, 15.6"" FHD Touchscreen, Intel Core i5-1135G7, 16GB DDR4 RAM, 512GB PCIe SSD, SD Card Reader, Webcam, HDMI, Wi-Fi, Windows 11 Home, Black",$469.99,"July 18, 2022",15.6 Inches,,1920 x 1080 Pixels,2.4 GHz core_i5_family,16 GB DDR4,1600 MHz,512 GB SSD,Intel Iris Xe Graphics,Intel,Integrated,"Bluetooth, 802.11ac",2,,Dell,Inspiron,i3511,PC,Windows 11 Home,3.7 pounds,14.11 x 9.27 x 0.74 inches,,Black,Intel,4,DDR4 SDRAM,512 GB,PCIE x 4,,AC & Battery,1 Lithium Ion batteries required. (included)
200,B09FP2VC9M,"2022 ASUS 14"" Thin Light Business Student Laptop Computer, Intel Celeron N4020 Processor, 4GB DDR4 RAM, 320 GB Storage, 12Hours Battery, Webcam, Zoom Meeting, Win11 + 1 Year Office 365, Rose Gold",$249.99,"September 8, 2021",14 Inches,,1366 x 768 Pixels,1.1 GHz celeron_n4020,4 GB DDR4,2.8 GHz,320 GB SSD,Intel UHD Graphics 600,Intel,,802.11ac,,12 Hours,ASUS,,E410,PC,Windows 11,2.87 pounds,12.81 x 8.56 x 0.74 inches,,Rose Gold,Intel,2,DDR4 SDRAM,256 GB,Solid State,,Battery Powered,
200,B0BMXF6QZ4,"HP 15.6"" Micro-Edge HD Laptop, Intel Core i3-1115G4 up to 4.1GHz (Beat i5-1035G4), 16GB RAM, 1TB PCIe SSD, Wi-Fi 6, Lightweight, Bluetooth, Webcam, Fast Charge, 11 Hours Battery Life, HDMI, Win11",$569.00,"November 23, 2021",15.6 Inches,,1366x768 Pixels,4.1 GHz core_i3_1115g4,16 GB DDR4,4.1 GHz,1 TB SSD,Intel UHD Graphics,Intel,Integrated,"Bluetooth, 802.11a/b/g/n/ac",2,,HP,HP Laptop,,,Windows 11 Home in S Mode,5.59 pounds,20.47 x 2.72 x 12.01 inches,,Windows 11s,Intel,2,DDR4 SDRAM,1 TB,Solid State,No Optical Drive,,1 Lithium Ion batteries required. (included)
200,B09YYXTPZC,"HP Probook 445 G7 Laptop Computer - AMD Ryzen 5 4500U 2.3Ghz / 16GB RAM / 512GB SSD / 14.0"" FHD Display / WiFi / Webcam / Windows 10 Pro (Renewed)",$359.00,"April 27, 2022",14 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,2300 MHz ryzen_5_4500u,16 GB DDR4,2.3 GHz,512 GB SSD,AMD Radeon RX Vega 6 (Ryzen 4000) ( - 1500 MHz),AMD,Integrated,Bluetooth,2,,HP,HP ProBook 445 G7,HSN-Q24C,PC,Windows 10,4.99 pounds,12.76 x 9.36 x 0.71 inches,,,AMD,6,DDR4 SDRAM,,Solid State,,,
200,B09Z37QYFB,"2022 Newest Dell Inspiron 15 3511 Laptop, 15.6"" FHD Touchscreen, Intel Core i5-1035G1, 16GB RAM, 1TB PCIe NVMe M.2 SSD, SD Card Reader, Webcam, HDMI, WiFi, Windows 11 Home, Black",$469.00,"‎April 28, 2022",15.6 Inches,,1920 x 1080 Pixels,1 GHz core_i5_1035g1,16 GB DDR4,3.6 GHz,1 TB SSD,Intel UHD Graphics,Intel,Integrated,Bluetooth,2,,Dell,Inspiron,Inspiron,PC,Windows 11,3.74 pounds,0.74 x 14.11 x 9.27 inches,,Black,Intel,4,DDR4 SDRAM,1 TB,PCIE x 4,,AC & Battery,1 Lithium Ion batteries required.
200,B0BNPXYY8W,"HP 2023 Newest 15 inch Laptop, Intel Quad-Core Processor, 8GB RAM, 256GB SSD, Wi-Fi, Bluetooth, HDMI, Windows 11 Home, Bundle with JAWFOAL",$399.99,"December 1, 2022",15 Inches,1366 x 768 pixels,1366x768 Pixels,2.4 GHz pentium_other,8 GB DDR4,,256 GB SSD,Intel Pentium,Intel,Integrated,802.11ac,2,,HP,HP Laptop,HP Laptop,PC,Windows 11 Home,2.8 pounds,19.02 x 2.72 x 12 inches,,Black,Intel,4,DDR4 SDRAM,,Solid State,,,
200,B0BLBGQ9L9,"Lenovo IdeaPad 1i 14 Laptop, 14.0"" HD Display, Intel Celeron DualCore N4020, 4GB RAM, 96GB Storage ( 64GB eMMC + 32GB Card), 1-Year Microsoft 365, WiFi 6, Long Battery Life, Win 11, TiTac Card",$179.99,"November 2, 2022",14 Inches,,1366 x 768 Pixels,2.8 GHz celeron_n4000,4 GB,,64 GB SSD,Intel UHD Graphics,Intel,Integrated,,,,Lenovo,,Lenovo 1i Laptop,PC,Windows 11 Home,4.44 pounds,12.81 x 8.52 x 0.7 inches,,,Intel,2,DDR4 SDRAM,,Solid State,,,1 Lithium Ion batteries required. (included)
200,B0B29C364N,"Dell Inspiron 15 3000 Series 3511 Laptop, 15.6"" FHD Touchscreen, Intel Core i5-1135G7, 32GB DDR4 RAM, 1TB PCIe SSD, SD Card Reader, Webcam, HDMI, Wi-Fi, Windows 11 Home, Black",$529.99,"May 25, 2022",15.6 Inches,,1920 x 1080 Pixels,2.4 GHz core_i5_1035g1,32 GB DDR4,,1 TB SSD,Intel Iris Xe Graphics,Intel,Integrated,Bluetooth,2,,Dell,Inspiron,3511,PC,Windows 11 Home,3.74 pounds,0.74 x 14.11 x 9.27 inches,,Black,Intel,4,DDR4 SDRAM,,PCIE x 4,,AC & Battery,1 Lithium Ion batteries required. (included)
200,B09YWM1CM1,"Lenovo Flex 5 Laptop, 14.0"" FHD Touch Display, AMD Ryzen 5 5500U, 16GB RAM, 512GB Storage, AMD Radeon Graphics, Windows 11 Home, Graphite Grey",$629.99,"April 26, 2022",14,1920 x 1200 pixels,,2.1 GHz ryzen_5_5500u,16 GB LPDDR4X,2400 MHz,512 SSD,AMD Radeon Graphics 5500,AMD,Integrated,802.11ax,3,,Lenovo,2022,82R9000NUS,,Windows 11,5.19 pounds,12.33 x 8.85 x 0.76 inches,,Storm Grey,AMD,1,DDR4 SDRAM,,Ultra ATA,,,1 Lithium Ion batteries required. (included)
200,B09FXFDGN3,"HP15.6 Inch Laptop, Intel Iris Xe Graphics, 12th Generation Intel Core Processor, 8 GB RAM, 256 GB SSD, Windows 11 Home (15-dy2024nr, Natural silver)",$447.99,"October 5, 2021",15.6 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,2.4 GHz intel_core_i5_1135g7,8 GB 8 GB DDR4,2666 MHz,256 GB SSD,Intel Iris Xe Graphics,Intel,Integrated,"Bluetooth, 802.11ax",3,8.15 Hours,HP,15-dy2024nr,15-dy2024nr,PC,Windows 11 Home,3.75 pounds,14.11 x 9.53 x 0.71 inches,,Natural Silver,Intel,4,DDR4 SDRAM,,Gigabit Ethernet,No optical Storage Device,Battery Powered,1 Lithium Ion batteries required. (included)
200,B0BPHPWL3Q,"HP 2023 Newest 17.3 inch HD Thin Laptop, Intel Core i5-1235U (Up to 4.4GHz, 10 cores), Intel Iris Xe Graphics, 16GB RAM, 1TB PCIe SSD, WiFi6, Bluetooth5, Windows 11 Home, Black",$749.99,"December 8, 2022",17.3 Inches,,1600 x 900 Pixels,4.4 GHz core_i5,16 GB DDR4,,1 TB SSD,,Intel,Integrated,Bluetooth,3,,HP,HP Laptop,,,Windows 11 Home,8.78 pounds,15.78 x 0.78 x 10.15 inches,,Black,Intel,10,,1 TB,,No Optical Storage Device,,1 Lithium Ion batteries required.
200,B08B6F1NNR,"Lenovo 2022 Newest Ideapad 3 Laptop, 15.6"" HD Touchscreen, 11th Gen Intel Core i3-1115G4 Processor, 8GB DDR4 RAM, 256GB PCIe NVMe SSD, HDMI, Webcam, Wi-Fi 5, Bluetooth, Windows 11 Home, Almond",$368.00,"June 15, 2020",15.6 Inches,,1366 x 768 Pixels,3 GHz core_i3,8 GB DDR4,3.4 GHz,256 GB SSD,Intel UHD Graphics,Intel,Integrated,Bluetooth,,7 Hours,Lenovo,IdeaPad 3 81X800ENUS,Ideapad,PC,Windows 11,4.07 pounds,16.3 x 11.2 x 1 inches,,Almond,Intel,2,DDR4 SDRAM,256 GB,PCIE x 4,No dvd,Battery Powered,1 Lithium Ion batteries required.
200,B09N2DMSYW,"HP 15 Business Laptop Computer, AMD Ryzen 5 5500U, 15.6"" FHD Display, Windows 11 Pro, 16GB RAM, 512GB SSD, SD Card Reader, Fast Charge, AC Smart pin, 32GB Durlyfish USB Card",$379.00,"December 5, 2021",15.6 Inches,,1920 x 1080 Pixels,2.1 GHz ryzen_5,16 GB DDR4,1600 MHz,512 GB SSD,AMD Radeon Graphics,AMD,Integrated,Bluetooth,3,9.5 Hours,HP,HP 15,HP 15,PC,Windows 11 Pro,3.73 pounds,14.11 x 9.53 x 0.78 inches,,SPRUCE BLUE,AMD,6,DDR4 SDRAM,512 GB,Solid State,No Optical Drive,"Corded Electric, Battery Powered",1 Lithium Ion batteries required. (included)
200,B09NNFZWP7,"HP 2022 Newest 17.3"" HD+ Touchscreen Laptop Business Computer, AMD Ryzen 5 5500U Hexa-Core (up to 4.0GHz), 16GB RAM, 512GB SSD, HDMI, Bluetooth 5, Webcam, Windows 11 w/ 3in1 Accessories",$489.00,"December 15, 2021",17.3 Inches,1600x900,1600 x 900 Pixels,2.1 GHz amd_ryzen_5_5500u,16 GB DDR4,4 GHz,512 GB SSD,AMD Radeon Graphics,AMD,Integrated,802.11a/b/g/n/ac,,7 Hours,HP,,HP,PC,Windows 11 Home,4.58 pounds,15.78 x 10.15 x 0.81 inches,,Silver,AMD,6,DDR4 SDRAM,512 GB,USB,No Optical Drive,AC & Battery,1 Lithium Ion batteries required. (included)
200,B09BC82K2G,"2022 HP 15.6"" FHD Laptop Computer, 11th Gen Intel Core i5-1135G7(Beats Intel i7-1065G7), 16GB RAM, 512GB PCIe SSD, Iris X Graphics, HD Webcam, HDMI, Bluetooth, Win11, Silver, 32GB USB Card",$619.00,"July 27, 2021",15.6 Inches,,1920 x 1080 Pixels,2.4 GHz core_i5,16 GB DDR4,,512 GB SSD,Intel Iris Xe Graphics,Intel,Integrated,802.11ac,1,,HP,HP,HP,PC,Windows 10 Home,3.8 pounds,14.11 x 9.53 x 0.78 inches,,Silver,Intel,4,DDR4 SDRAM,512 GB,Solid State,,AC & Battery,1 Lithium Ion batteries required.
200,B08M2X68W5,"Samsung Chromebook 4 (2021 Model) 11.6"" Intel UHD Graphics 600/ Celeron Processor N4020, 4GB, 32GB, Wi-Fi - (XE310XBA-KA1US)",$135.00,"October 27, 2020",11.6 Inches,,1366 x 768 Pixels,1.1 GHz celeron_n3450,4 GB DDR4,2133 GHz,32 GB Embedded MultiMediaCard,Intel UHD Graphics 600,Intel,Integrated,801.11ac,2,5 Hours,SAMSUNG,Chromebook 4,XE310XBA-KA1US,PC,Chrome OS,2.6 pounds,11.33 x 7.96 x 0.66 inches,,Platinum Titan,Intel,1,DDR4 SDRAM,,Solid State,No Optical Drive,Battery Powered,1 Lithium Ion batteries required. (included)
200,B087YW8FQB,"Lenovo IdeaPad 3 11 Chromebook Laptop,11.6"" HD Display,Intel Celeron N4020, 4GB RAM, 64GB Storage, UHD Graphics 600, Chrome OS, Onyx Black",$109.00,"May 1, 2020",11.6 Inches,1366 x 768,1366 x 768 Pixels,1.1 GHz celeron_n4020,4 GB DDR4,2400 MHz,64 GB SSD,Intel Integrated Graphics,Intel,Integrated,"Bluetooth, 802.11ac",2,10 Hours,Lenovo,"Chromebook 3 11""",82BA0003US,,Chrome OS,2.42 pounds,5.6 x 10.1 x 0.71 inches,,Onyx Black,Intel,1,DDR4 SDRAM,32,ESATA,,Battery Powered,1 Lithium Polymer batteries required. (included)
200,B08ZLF99VD,"ASUS Chromebook Flip C433 2 in 1 Laptop, 14"" Touchscreen FHD NanoEdge Display, Intel Core m3-8100Y Processor, 8GB RAM, 64GB eMMC Storage, Backlit Keyboard, Silver, Chrome OS, C433TA-AS384T",$248.00,"March 21, 2021",14 Inches,,1920 x 1080 Pixels,1 GHz core_m,8 GB DDR4,3.4 GHz,64 GB Emmc,Intel HD Graphics 400,Intel,Integrated,,1,,ASUS,Chromebook Flip,C433TA-AS384T,Chrome,,3.31 pounds,12.64 x 8.15 x 0.65 inches,,,Intel,1,DDR3 SDRAM,64,USB,No Optical Drive,,1 Lithium Ion batteries required. (included)
200,B08NHVXHJW,"HP Laptop X360 14a Chromebook 14"" HD Touchscreen, Entertaining from Any Angle Intel Celeron, 4GB DDR4 64GB eMMC WiFi Webcam Stereo Speakers Bluetooth 4.2 Chrome Blue Metallic Color",$218.97,"November 15, 2020",14 Inches,1366 x 768,1366 x 768 Pixels,1.1 GHz celeron_n4020,4 GB DDR4,2.8 GHz,64 GB SSD,Intel,Intel,Integrated,"Bluetooth, 802.11a",3,12 Hours,HP,HP Chromebook,14a-ca0030wm,PC,Chrome OS,3.64 pounds,21 x 12 x 3 inches,,Blue,Intel,2,DDR4 SDRAM,64 GB,Solid State,No Optical Drive,Battery Powered,1 Lithium Polymer batteries required. (included)
200,B0B13XFN1G,"Lenovo ThinkPad P1 Gen 3 15.6"" Touchscreen Mobile Workstation - 4K UHD HDR OLED Touch (3840X2160) Intel Core i7 i7-10875H (8 Core) 32 GB RAM - 1 TB SSD NVidia T1000 Win 10 Pro (Renewed)","$1,359.00","May 11, 2022",15.6 Inches,,3840 x 2160 Pixels,2.3 GHz corei7_10875h,32 GB DDR4,2.3 GHz,SSD,,NVIDIA,Integrated,,,,Lenovo,Lenovo Thinkpad,,,Windows 10 Pro,6.3 pounds,,,,Intel,8,,,USB 3.1,,Battery Powered,1 Lithium Ion batteries required.
200,B0BFM1B5MS,"Lenovo Legion 5 Gaming Laptop, 15.6"" FHD Display, AMD Ryzen 7 5800H, 32GB RAM, 2TB SSD Storage, NVIDIA GeForce RTX 3050Ti, Windows 10H, Phantom Blue, Bundled Accessory","$1,429.99","September 17, 2022",15.6,,1920 x 1080 Pixels,3.2 GHz ryzen_7_5800h,32 GB DDR4,,2 TB SSD,NVIDIA GeForce RTX 3050 Ti,NVIDIA,GeForce RTX 3050Ti,Bluetooth,4,,Lenovo,Legion 5 15 Gaming,RTX 3050 Ti,PC,Windows 10 Home,5.7 pounds,14.27 x 10.26 x 0.89 inches,,,AMD,8,,2 TB,,No Optical,,1 Lithium Ion batteries required. (included)
200,B09SVS1JR3,"ASUS ZenBook 14X OLED Laptop, 14” WQXGA+ 16:10 Touch Display, Intel Core i7-1165G7 CPU, NVIDIA GeForce MX450, 16GB RAM, 512GB SSD, Windows 11 Pro, Pine Grey, UX5400EG-XB73T","$1,189.00","February 18, 2022",14 Inches,,2880 x 1800 Pixels,4.7 core_i7,16 GB LPDDR4X,,512 GB SSD,NVIDIA GeForce MX450,NVIDIA,MX450,Bluetooth,1,8 Hours,ASUS,ASUS ZenBook 14X,UX5400EG-XB73T,,Windows 11 Pro,3.1 pounds,12.25 x 8.71 x 0.67 inches,,"Pine Grey,",Intel,4,DDR4 SDRAM,512 GB,USB 3.2,No Drive,,1 Lithium Ion batteries required. (included)
200,B09FXFDGN3,"HP15.6 Inch Laptop, Intel Iris Xe Graphics, 12th Generation Intel Core Processor, 8 GB RAM, 256 GB SSD, Windows 11 Home (15-dy2024nr, Natural silver)",$447.99,"October 5, 2021",15.6 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,2.4 GHz intel_core_i5_1135g7,8 GB 8 GB DDR4,2666 MHz,256 GB SSD,Intel Iris Xe Graphics,Intel,Integrated,"Bluetooth, 802.11ax",3,8.15 Hours,HP,15-dy2024nr,15-dy2024nr,PC,Windows 11 Home,3.75 pounds,14.11 x 9.53 x 0.71 inches,,Natural Silver,Intel,4,DDR4 SDRAM,,Gigabit Ethernet,No optical Storage Device,Battery Powered,1 Lithium Ion batteries required. (included)
200,B07YXZ1CP3,"ASUS Chromebook C203XA Rugged & Spill Resistant Laptop, 11.6"" HD, 180 Degree, MediaTek Quad-Core Processor, 4GB RAM, 32GB eMMC, MIL-STD 810G Durability, Dark Grey, Education, Chrome OS, C203XA-YS02-GR",$118.31,"‎April 11, 2020",11.6 Inches,1366 x 768 pixels,,2.1 GHz mediatek_mt8127,4 GB DDR3,,32 GB Embedded MultiMediaCard,,PowerVR,Integrated,Bluetooth,,10 Hours,ASUS,ASUS Chromebook C203XA,C203XA-YS02-GR,,Chrome OS,2.6 pounds,11.6 x 7.9 x 0.8 inches,,Gray,MediaTek,4,DDR3 SDRAM,32 GB,Solid State,No Drive,Battery Powered,1 Lithium Ion batteries required. (included)
200,B09F8JJDLW,"HP Stream 11 Laptop, Intel Celeron N4020, 4 GB RAM, 64 GB Storage, 11.6” HD Anti-Glare Display, Windows 11, Long Battery Life, Thin & Portable, Includes Microsoft 365 (11-ak0040nr, 2021 Diamond White)",$179.99,"October 5, 2021",11.6 Inches,1366 x 768,1366 x 768 Pixels,1.1 GHz celeron_n4020,4 GB DDR4,,SSD,Intel UHD Graphics 600,Intel,Integrated,"Bluetooth, 802.11a/g/n/ac",3,13.15 Hours,HP,HP Stream Laptop 11-ak0040nr,11-ak0040nr,,Windows 11 Home,2.37 pounds,11.08 x 7.59 x 0.66 inches,,Diamond white,Intel,2,DDR4 SDRAM,4 GB,,No Optical Storage Device,Battery Powered,1 Lithium Ion batteries required. (included)
200,B0BRQVG7D3,ASUS 2023 ROG Strix Scar G533 15.6” 300Hz FHD Gaming Laptop PC 12th Intel 14-Core i9-12900H 64GB DDR5 2TB SSD NVIDIA GeForce RTX 3060 6GB WiFi 6E Thunderbolt4 RGB Backlit Windows 11 Pro w/ RE USB,"$2,389.99","January 5, 2023",15.6 Inches,1920 x 1080 pixels,1920x1080 Pixels,3 GHz core_i9,64 GB DDR5,4800 MHz,2 TB SSD,NVIDIA GeForce RTX 3060,NVIDIA,Dedicated,Bluetooth,4,6 Hours,ASUS,ROG STRIX SCAR,G533ZM,PC,Windows 11 Pro,10 pounds,13.94 x 10.2 x 0.89 inches,,Off Black,Intel,14,DDR5 SDRAM,,Solid State,No Optical Drive,AC & Battery,
200,B08D92T45H,"ASUS L410 MA-DB02 Ultra Thin Laptop, 14” FHD Display, Intel Celeron N4020 Processor, 4GB RAM, 64GB Storage, NumberPad, Windows 10 Home in S Mode, Star Black",$173.98,"July 20, 2020",14 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,2.8 GHz celeron_n4020,4 GB DDR4,2.8 GHz,64 GB Embedded MultiMediaCard,Intel UHD Graphics 600,Intel,Integrated,"Bluetooth, 802.11ac",2,,ASUS,ASUS Laptop L410MA,L410MA-DB02,PC,Windows 10 S,2.87 pounds,12.8 x 8.5 x 0.72 inches,,Black,Intel,2,DDR4 SDRAM,64 GB,USB,No Optical Drive,Battery Powered,1 Lithium Ion batteries required. (included)
